,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분, 카메라대수 ,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도 ,경도,데이터기준일자,지번주소,도로명주소,법정동
67,서울특별시동작구청,서울특별시 동작구 노량진로14길 29(노량진1동 83-7) 은하맨션 앞,,생활방범,4,,,,,02-820-2906,37.512361999999996,126.94253400000001,2020-03-24,서울특별시 동작구 노량진동 84-2,서울특별시 동작구 장승배기로28길 39,노량진동
68,서울특별시동작구청,서울특별시 동작구 노량진로30길 55(노량진1동 43-4) 본동종합사회복지관 인근,,생활방범,4,,,,,02-820-2906,37.510953,126.956854,2020-03-24,서울특별시 동작구 본동 42-57,서울특별시 동작구 노량진로32길 68,본동
69,서울특별시동작구청,서울특별시 동작구 상도로47길 8(상도1동 464-33) 장안마트 앞,,생활방범,4,,,,,02-820-2906,37.499693,126.95137,2020-03-24,서울특별시 동작구 상도동 518-7,서울특별시 동작구 상도로37길 48,상도동
70,서울특별시동작구청,서울특별시 동작구 매봉로 37(상도1동 512) 예담어린이집 앞,,생활방범,4,,,,,02-820-2906,37.506506,126.95099099999999,2020-03-24,서울특별시 동작구 상도1동 528-1,서울특별시 동작구 매봉로 34,상도1동
71,서울특별시동작구청,서울특별시 동작구 상도로 119 (상도3동 352-1) 앞,,생활방범,4,,,,,02-820-2906,37.501462,126.93304099999999,2020-03-24,서울특별시 동작구 상도동 352-1,서울특별시 동작구 상도로 119,상도동
72,서울특별시동작구청,서울특별시 동작구 양녕로28길 8(상도4동 211-207) 에덴빌라 앞,,생활방범,3,,,,,02-820-2906,37.498969,126.94462,2020-03-24,서울특별시 동작구 상도동 211-412,서울특별시 동작구 양녕로28길 8,상도동
73,서울특별시동작구청,서울특별시 동작구 성대로17길 78(상도동 244-52),,생활방범,4,,,,,02-820-2906,37.500512,126.93425400000001,2020-03-24,서울특별시 동작구 상도동 188-101,서울특별시 동작구 성대로17길 81,상도동
74,서울특별시동작구청,서울특별시 동작구 현충로22길 52(흑석동 276-12) 명성슈퍼 앞,,생활방범,4,,,,,02-820-2906,37.504835,126.97126100000001,2020-03-24,서울특별시 동작구 흑석동 276-12,서울특별시 동작구 현충로22길 52,흑석동
75,서울특별시동작구청,서울특별시 동작구 서달로14길 11(흑석동 6-21),,생활방범,3,,,,,02-820-2906,37.508022,126.96365,2020-03-24,서울특별시 동작구 흑석동 4-7,서울특별시 동작구 서달로14길 12,흑석동
76,서울특별시동작구청,서울특별시 동작구 동작대로35길 71(사당2동 67-8),,생활방범,4,,,,,02-820-2906,37.492523,126.979115,2020-03-24,서울특별시 동작구 사당동 43-71,서울특별시 동작구 동작대로35길 71,사당동
77,서울특별시동작구청,서울특별시 동작구 사당로27길 86(사당3동 162-83),,생활방범,1,,,,,02-820-2906,37.486923,126.975568,2020-03-24,서울특별시 동작구 사당동 167-82,서울특별시 동작구 사당로27길 81,사당동
78,서울특별시동작구청,서울특별시 동작구 사당로13길 50(사당3동 1131-12) 구립청소년독서실 뒤,,생활방범,4,,,,,02-820-2906,37.48628,126.971528,2020-03-24,서울특별시 동작구 사당동 1131-12,서울특별시 동작구 사당로13길 50,사당동
79,서울특별시동작구청,서울특별시 동작구 사당로20사길 29(사당4동 316-260) 남성중학교 뒤,,생활방범,3,,,,,02-820-2906,37.47911,126.97255600000001,2020-03-24,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,사당동
80,서울특별시동작구청,서울특별시 동작구 사당로2아길 2(사당5동 188-1),,생활방범,3,,,,,02-820-2906,37.490168,126.964579,2020-03-24,서울특별시 동작구 사당동 185-24,서울특별시 동작구 사당로2아길 2,사당동
81,서울특별시동작구청,서울특별시 동작구 사당동 213-9(사당로6길 5),,생활방범,1,,,,,02-820-2906,37.486624,126.96761699999999,2020-03-24,서울특별시 동작구 사당동 213-9,서울특별시 동작구 사당로6길 5,사당동
82,서울특별시동작구청,서울특별시 동작구 대방동길 30(대방동 392-1) 성은교회 앞,,생활방범,4,,,,,02-820-2906,37.502094,126.927893,2020-03-24,서울특별시 동작구 대방동 466-10,서울특별시 동작구 대방동길 30,대방동
83,서울특별시동작구청,서울특별시 동작구 등용로8가길 2(대방동 13-13) 미래하이츠빌 앞,,생활방범,3,,,,,02-820-2906,37.506890000000006,126.93351499999999,2020-03-24,서울특별시 동작구 대방동 13-14,서울특별시 동작구 등용로8가길 2,대방동
84,서울특별시동작구청,서울특별시 동작구 신대방1길 126(신대방1동 698-5) 중외제약 앞 골목길,,생활방범,1,,,,,02-820-2906,37.485264,126.90498400000001,2020-03-24,서울특별시 동작구 신대방동 702-2,서울특별시 동작구 신대방1길 126,신대방동
85,서울특별시동작구청,서울특별시 동작구 보라매로7가길 14 (신대방2동 344-150),,생활방범,4,,,,,02-820-2906,37.4939,126.925753,2020-03-24,서울특별시 동작구 신대방동 344-178,서울특별시 동작구 보라매로7가길 13,신대방동
86,서울특별시동작구청,서울특별시 동작구 국사봉2나길 19(신대방2동 348-79),,생활방범,1,,,,,02-820-2906,37.496934,126.929566,2020-03-24,서울특별시 동작구 신대방동 348-79,서울특별시 동작구 국사봉2나길 19,신대방동
87,서울특별시동작구청,서울특별시 동작구 여의대방로10길 100(신대방1동 717) 신동아 파밀리에아파트 진입로,,생활방범,1,,,,,02-820-2906,37.492062,126.914575,2020-03-24,서울특별시 동작구 신대방동 717-3,서울특별시 동작구 여의대방로10길 100,신대방동
88,서울특별시동작구청,서울특별시 동작구 신대방2길 1(신대방1동 618-17) 수연약국 앞,,생활방범,4,,,,,02-820-2906,37.487677000000005,126.912608,2020-03-24,서울특별시 동작구 신대방동 643-1,서울특별시 동작구 신대방2길 2-1,신대방동
89,서울특별시동작구청,서울특별시 동작구 보라매로11길 14(신대방2동 366-40) 천주교 신대방동교회 내,,생활방범,1,,,,,02-820-2906,37.495509000000006,126.926304,2020-03-24,서울특별시 동작구 신대방동 366-40,서울특별시 동작구 보라매로11길 17,신대방동
90,서울특별시동작구청,서울특별시 동작구 상도로 38길 52(상도1동 159-48),,생활방범,1,,,,,02-820-2906,37.500997,126.94861599999999,2020-03-24,서울특별시 동작구 상도동 159-11,서울특별시 동작구 상도로38길 52,상도동
91,서울특별시동작구청,서울특별시 동작구 국사봉16길 4(상도3동 299-156) 옆,,생활방범,1,,,,,02-820-2906,37.494577,126.93277900000001,2020-03-24,서울특별시 동작구 상도동 299-13,서울특별시 동작구 국사봉16길 4,상도동
92,서울특별시동작구청,서울특별시 동작구 성대로16길 45-8,,생활방범,1,,,,,02-820-2906,37.496503999999995,126.938819,2020-03-24,서울특별시 동작구 상도동 산 65-189,서울특별시 동작구 양녕로23길 78,상도동
93,서울특별시동작구청,서울특별시 동작구 양녕로22바길 66(상도4동 211-80),,생활방범,3,,,,,02-820-2906,37.49773,126.94716499999998,2020-03-24,서울특별시 동작구 상도동 211-491,서울특별시 동작구 양녕로22바길 66,상도동
94,서울특별시동작구청,서울특별시 동작구 서달로6길 93(흑석동 76-80) 도림사 입구 맞은편,,생활방범,1,,,,,02-820-2906,37.500251,126.962356,2020-03-24,서울특별시 동작구 흑석동 76-167,서울특별시 동작구 서달로2길 29,흑석동
95,서울특별시동작구청,서울특별시 동작구 등용로10나길 13(대방동 44-311),,생활방범,3,,,,,02-820-2906,37.509785,126.934401,2020-03-24,서울특별시 동작구 대방동 44-120,서울특별시 동작구 등용로10나길 14,대방동
96,서울특별시동작구청,서울특별시 동작구 사당로2다길 84(사당5동 190-190),,생활방범,3,,,,,02-820-2906,37.489607,126.96295400000001,2020-03-24,서울특별시 동작구 사당동 190-164,서울특별시 동작구 사당로2다길 86,사당동
97,서울특별시동작구청,서울특별시 동작구 노량진로26길 31(노량진1동 49),,생활방범,4,,,,,02-820-2906,37.511247,126.954867,2020-03-24,서울특별시 동작구 본동 49,서울특별시 동작구 노량진로26길 31,본동
98,서울특별시동작구청,서울특별시 동작구 흑석로5길 1-2(흑석동 204-171),,생활방범,4,,,,,02-820-2906,37.50678,126.957067,2020-03-24,서울특별시 동작구 흑석동 204-177,서울특별시 동작구 흑석로5길 9,흑석동
99,서울특별시동작구청,서울특별시 동작구 상도로47길 39(상도1동 338),,생활방범,4,,,,,02-820-2906,37.501089,126.95218600000001,2020-03-24,서울특별시 동작구 상도1동 312-1,서울특별시 동작구 상도로47길 44,상도1동
100,서울특별시동작구청,서울특별시 동작구 상도로34다길 26(상도2동 159-161),,생활방범,4,,,,,02-820-2906,37.502801,126.945828,2020-03-24,서울특별시 동작구 상도동 159-318,서울특별시 동작구 상도로34다길 26,상도동
101,서울특별시동작구청,서울특별시 동작구 성대로37길 44(상도2동 201-23),,생활방범,4,,,,,02-820-2906,37.500733000000004,126.93898600000001,2020-03-24,서울특별시 동작구 상도동 188-42,서울특별시 동작구 성대로37길 41,상도동
102,서울특별시동작구청,서울특별시 동작구 국사봉8길 77(상도3동 301-40),,생활방범,4,,,,,02-820-2906,37.493446,126.931367,2020-03-24,서울특별시 동작구 상도동 301-40,서울특별시 동작구 국사봉8길 77,상도동
103,서울특별시동작구청,서울특별시 동작구 국사봉6길 39(상도3동 299-202),,생활방범,4,,,,,02-820-2906,37.495792,126.92998100000001,2020-03-24,서울특별시 동작구 상도동 299-202,서울특별시 동작구 국사봉6길 39,상도동
104,서울특별시동작구청,서울특별시 동작구 양녕로25가길 24(상도4동 210-244) ,,생활방범,4,,,,,02-820-2906,37.499117,126.942447,2020-03-24,서울특별시 동작구 상도동 210-361,서울특별시 동작구 양녕로27가길 2,상도동
105,서울특별시동작구청,서울특별시 동작구 사당로23길 170(사당3동 173-26),,생활방범,4,,,,,02-820-2906,37.489549,126.97134399999999,2020-03-24,서울특별시 동작구 사당동 1133-11,서울특별시 동작구 사당로23길 168,사당동
106,서울특별시동작구청,서울특별시 동작구 동작대로35길 120(사당2동 56-27),,생활방범,4,,,,,02-820-2906,37.492633000000005,126.976701,2020-03-24,서울특별시 동작구 사당동 59-1,서울특별시 동작구 동작대로35가길 101,사당동
107,서울특별시동작구청,서울특별시 동작구 동작대로33길 23(사당2동 77-63),,생활방범,4,,,,,02-820-2906,37.49055,126.98104,2020-03-24,서울특별시 동작구 사당동 73-6,서울특별시 동작구 동작대로33나길 19,사당동
108,서울특별시동작구청,서울특별시 동작구 동작대로7길 80(사당1동 1038-25),,생활방범,4,,,,,02-820-2906,37.477790999999996,126.978261,2020-03-24,서울특별시 동작구 사당동 1105,서울특별시 동작구 동작대로7길 80,사당동
109,서울특별시동작구청,서울특별시 동작구 사당로16라길 27(사당4동 278-109),,생활방범,5,,,,,02-820-2906,37.482028,126.96964799999999,2020-03-24,서울특별시 동작구 사당동 278-109,서울특별시 동작구 사당로16라길 27,사당동
110,서울특별시동작구청,서울특별시 동작구 사당로8길 24(사당5동 231-16),,생활방범,5,,,,,02-820-2906,37.484122,126.96880900000001,2020-03-24,서울특별시 동작구 사당동 231-2,서울특별시 동작구 사당로8길 24,사당동
111,서울특별시동작구청,서울특별시 동작구 사당로20길 20(사당4동 321-109),,생활방범,3,,,,,02-820-2906,37.482189,126.975594,2020-03-24,서울특별시 동작구 사당동 319-15,서울특별시 동작구 사당로20길 24,사당동
