tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,6jxrLfvrVKu1gTmL0CGdg3A94nUOPQmfd93mHDjXpf2ARTk,hen xiang ying,437,285,271,False,False,True,False
GRANDMASTER,pn4SZCdeOx-Xj-bRBGG9uZ7YdS7esw6QG7pHCg9a3_WlOBc,이 바다를 넘어서,167,325,266,False,False,True,False
GRANDMASTER,NwbjlY3QYDmHMNlZWIGm9X7paymYZ1x-RZePuwWLzzkgNGI,qmn01,200,191,159,False,False,False,True
GRANDMASTER,sw6LNKIp2DMyTN705M8OQ4PdfBuMjfUp4NzenU2O3Ek_lHE,엽북이,379,107,93,False,False,False,False
GRANDMASTER,SfP0Sv8hZLx9VefvIOO_DhoIlLlTBox2NrReH_6hk7_Krlc,뿡 형,115,319,313,True,False,False,False
GRANDMASTER,N9SUG3m8GPwDNMjWXuXt00bC1SRFgQ-ya_ZKcZfhIent9Go,광광우럮따,495,263,229,False,False,True,False
GRANDMASTER,tgtFc3pRQV7oe7Y16Ddw74R2wGevn88kDBsa7ViEsVHj0pk,엘리펀트 미스틱,356,165,157,False,False,False,False
GRANDMASTER,Ryr0uiYeDglJP_LLgiJpJ9Je84maWCx3ucH-juR690Aq-l4,apfhdapfhd,506,249,204,False,False,True,True
GRANDMASTER,tBB8kupVYC6I3HFWPwG55XpCwfY_KlIhUgTOvPa-y76xbVY,xiaojianjian,344,89,82,False,False,False,False
GRANDMASTER,4BxxOOfBzDSKhBi2WHiXmy9PBR4nGgLymju8fJVS5I1w580,yishannunuhao,313,187,169,False,False,True,False
GRANDMASTER,cx7wlpaaBEUdM9H6kDU5mJa7DZnM70jHXegag_vs4pjhvxM,Yuiii,383,106,87,False,False,True,False
GRANDMASTER,LzbWCY_EI6UxjeQpenSTw7LLfgPw9Gwu72syaS0KIIHQaJs,이해석2,195,253,236,False,False,False,False
GRANDMASTER,tncgHpx5vC01xdnnY5cT5wgDQdgMdQeLp4whDyWdE5WVNjA,tlqkfdnjselfckdl,332,197,124,False,False,False,False
GRANDMASTER,elfDGwml3zpQpUFwPYtm_AVDrT-ZlOkZGT2ez4ehl7p_5hA,골프장동영상,360,79,57,False,False,False,False
GRANDMASTER,-BetM3K0XMiYpkzEEB_zpkqojgbyH4IQIQZ41hlGpU3JGA,아프리카 TV 모순,269,553,538,False,False,False,False
GRANDMASTER,tw4uVJDsZlGaAcu9RvPuM7c1nmOEoDRFRogRHK-qCseA5mo,돌아와 리정혁,392,427,385,False,False,False,True
GRANDMASTER,CTh3d1skHFO4aCVVHEOzCudzNuWucTHD7XqvzCR93BFqIkA,Fles Evitaerc,561,162,128,False,False,True,False
GRANDMASTER,shG3909mWFtyj5fso_bvvbF777zCpdaj0-dCmr-7m7TOdKI,jdmmmmmmm,305,300,280,False,False,True,True
GRANDMASTER,ZltyCmH-asMj9MRE3UcKCXHsZK9Obm9WuGf7AQp1-BFNhw,땀비몬,280,216,212,False,False,False,False
GRANDMASTER,Uo2Z2F5YH_wrK-bmTJ_gC6y1UllnqNE23mYMFOVott2YBC8,exist1,316,219,208,False,False,True,False
GRANDMASTER,_1vbLEIRm9O2EhT2hU4z9ieq2hiD5nBliCXtgTCez0AOLPo,CCRGB,420,118,115,True,False,False,False
GRANDMASTER,oeoqf_ecywvSPPOmXXWGOmQbhA2rDL6UmSuZg4u09C0gQEc,TnToT,290,303,285,True,False,False,False
GRANDMASTER,VJwggrwGteM03eCvGsXjDU9TT9DPjxNv-kuR9OO-GN_DP7Y,Komica2,300,192,170,True,False,False,False
GRANDMASTER,xDartGpi-A6xunSkczR2njyfKhsoHo1Sy_sRT6512210nA,설날떡국,199,95,73,False,False,True,False
GRANDMASTER,wLqDzQTFxEttXSh2aqGLgEZzjNiPUaUmgV3c8Ca3m3711k8,T1 Wooje,583,316,311,False,False,True,False
GRANDMASTER,xWwnUBdC8fav1sLTb2K3k6xgkwlNU3XqnRCX4yqqTKh6TQ,취준생재성,380,297,281,True,False,False,False
GRANDMASTER,oOrZtioDjMDoRe3TnMsp5XFL9D9SsRwYLSpVvhRVHzHEU2o,준라가스,272,162,155,True,False,False,False
GRANDMASTER,AGu30KZgerhmphJlaXN_flu6vBvEOFu-oCGKjw620cwofg,JongSeop Eun,563,183,156,False,False,True,False
GRANDMASTER,k0XYPt8F7zSoEWp9qeihVk1ktL8hR0mxkRUhvKi6siSs6OI,곰바위게,291,59,29,False,False,True,False
GRANDMASTER,NOP1-nT8Akb5ndLKkaWKgEvIPkkGoPG0TVQixT6w9gdubuA,qwerdftyuggg,434,374,324,True,False,False,False
GRANDMASTER,fHogvhL_r3veBeqzkpOm3rhWIiqYzzoj7xP53kmiFtHADLw,a93cbd98gy1gcign,541,492,456,True,False,False,False
GRANDMASTER,rZGKcZxnF2UlUA6qxq1rIr9YqnVP1izFgdhGvvsMKE15wEA,zz bot only die,204,77,47,False,False,True,False
GRANDMASTER,r5DB7nZ3pihOne4OUDFeIoH5bk7ufSjumduXreeJBfFTSzg,      E       8,143,255,244,False,False,True,False
GRANDMASTER,YD1aFstMBXnkciCrGFDkHOuJMmgVbp6-gKryUnPU5v7YTv8,MS77,235,224,205,False,False,True,False
GRANDMASTER,LPeKUn31R-1nxuoIQcWBDE9r76gLfbYVghHrgCsWBkgoUQ,wootaeng,430,227,150,False,False,True,False
GRANDMASTER,k46EwSOjNT3qBW-zlAvWlINslOh8G_0OB6QTPbWmj2m7I3A,ESsibasakiYa,212,110,91,False,False,False,False
GRANDMASTER,nZbHAXAfsRQvj1nWFe20z5ik3-FxHOayFRtyJpoE-6D9kA,저 트,302,246,216,False,False,False,False
GRANDMASTER,tGG4pUANPYhvB3tSu41Uae0TXMUsqer6DENtUartNh9fPVg,취향특이한도구,420,124,103,False,False,False,False
GRANDMASTER,xh1Nr5pBSbZynmIxZazX0uULbM4CWT9pfUY3v_8VZxnWMgo,ANG TV,338,476,457,True,False,False,True
GRANDMASTER,BmHmfK-1_lJGhFMVRhgz-yP53kzJ4yv3b90EkW8rFVKNWN4,AF 으아아앙,351,375,358,True,False,False,False
GRANDMASTER,Eyg_t4lkTrcviHlSCjLp44rIhCal-0Fv6412R82XjHVhGA,겨울지나봄이오듯,497,242,212,True,False,False,False
GRANDMASTER,lIHYffhW1aGsW2LNkHw6u4pbzCOi0IJPpn8Wv5bg-OwpEA,Hide on bush,457,176,163,True,False,False,False
GRANDMASTER,nSj-qGCtcHIfScPOQnP5UmYAo2lLAUWST_ZagCtS8FdrVw,단밤 강새로이,228,370,351,False,False,True,False
GRANDMASTER,weyO89jLDfSeXuwwu3wRSxvgQSCnoXAIAawGBouTfpB82I8,zhen de Ian,558,131,94,True,False,False,False
GRANDMASTER,_4LItPesPylhWupcBFg6J11JSr0vqm2EMJtdWteHmNI4wVw,ggggffff,501,137,121,False,False,True,False
GRANDMASTER,XwLjcnfKgN6_egbmVnmip2k2w0GiXt4WMd60HlHQDTOCt2o,유튜브이성진,325,138,68,False,False,False,False
GRANDMASTER,eX6bItBRl03vnkEh-_ADh515qagN-mqKvJFJfR2eKNPv8C4,8fenzhong5ji,559,144,113,False,False,True,False
GRANDMASTER,dyyw0kRFUxryHQzmu5LuddXsOIbqV8BhY0K5gxca-R0euhA,김데데드리프트,272,118,111,True,False,False,False
GRANDMASTER,UQLeMjITloVkOfPhQGCyC_vhSnE3nu37uJbjC8zrHUbjBAs,Shadowwannamoney,227,199,181,False,False,True,False
GRANDMASTER,A7KQANjdhPUbfwb8L1liqzRmAzE8qbP-H0CgaahyjEWwnbg,19살무직백수,345,342,262,False,False,False,False
GRANDMASTER,IsJfrqtSHcnNcpeE_6oAOv_hCLNAhau-EIX0dvrLwCK6vw,혜민모찌,362,126,82,False,False,False,True
GRANDMASTER,KpDUGEtdM63D8RC0Mv3LGKdqdM1EUWppTdCvxLTrzzHjDCY,외로움자1,397,220,140,False,False,True,False
GRANDMASTER,U_ON6EsI7luLAS_EkiNMinrwhtqb1x8ARhchuQXL0zpt3I8,Aseer,276,343,330,False,False,False,False
GRANDMASTER,VmVgcLTEAhUbE34S-gNzW30EZR6z6KXF8mpnC2b8-pF0MQI,치 디,342,132,70,True,False,False,False
GRANDMASTER,wDJMd7INn_e7NB90y_YvSU5UgA-slIG4_sBlF7veuVn9_xc,lIlI11lIlIIII1ll,253,173,144,False,False,True,True
GRANDMASTER,XJWseTaAXhAFck8wM4KXdeuFKc7Hu0DHof6EL5QM4dMPaR8,fire game,498,125,102,False,False,False,False
GRANDMASTER,eRj_denkx7oicK7u5orQhVwY_vcW6equ8PvHhMUezPwfomE,Go Away,315,300,271,False,False,False,False
GRANDMASTER,PeL8EoYFg_xYiWXrCo8zAeLMWG9vNsYfjNCUAKNKN9mRVN0,feijizhadan,488,371,358,True,False,False,False
GRANDMASTER,gwZdUbQbhkCiU8WnK1k0SGcUPRBbiNehMepsuOYmcjH5LcU,무질량,226,175,153,False,False,True,False
GRANDMASTER,w66vhQGvi5iVklGb-lc-StXFXGFkIzrVnSPMXaNVPwi20w,절제미,207,141,121,False,False,True,True
GRANDMASTER,XTPCAOzNAKIX3pUcZ4H0Q5XZJ0dMX_RxE-tX5xXWsOqz6ac,쓸모없는 돼지,301,275,247,False,False,True,False
GRANDMASTER,YrZMD3-a9_Pw1e2nQaE75vtRNxoNBCGvcLrFKMoDuqHM6tE,OZ ian,450,196,171,True,False,False,False
GRANDMASTER,f2j3aUjBZO8MJgUqfgGHbuJ-CkXyjDtN8myyaXTfuVKDBxg,krats aira,539,114,96,False,False,False,False
GRANDMASTER,iGfzf8l5mcrOZaCCOB4a6o87kBcI75pSBKvaZw2GrB4VtJs,0dada,357,87,63,False,False,False,False
GRANDMASTER,Yb12yDiQdOzIXGBAUx3hAWCjZJqPPWcafSXRnCbM_cUZng,목표는 트리마제,132,301,175,False,False,False,False
GRANDMASTER,mKUobxxxSUL_E29jB1G1rdcs9E-3ieLwvU_4WFEm-gRrhgM,좀비맨,464,86,56,False,False,True,False
GRANDMASTER,wbgrYhKyZPrqtDi9FCU6Wpygu4fJi9XxHKsORnT82dcejhc,Mei yang yang,264,416,410,False,False,True,False
GRANDMASTER,kEYGe67Vgd38UwMGFilkYVbPuo4mqTHVDyx9OIf9b1AaSdY,Crawl forward,231,77,53,False,False,True,False
GRANDMASTER,LjcZIc1wEyMCfn45Xa4xs5rDAFJ4wKMDc_Qai8cmnbs_-lI,DFM Evi,347,189,169,True,False,False,False
GRANDMASTER,4WwYD8ct5lyEweyqJGwkSKWInxSRZXPEgXPJbdtjob77LwI,Remember2234,323,84,57,False,False,False,False
GRANDMASTER,cBbVNRByqdj4_IqIktzG1PpSeYG1lMQxLW1YWwMKRbN-PW8,라면은물붓고3분,337,83,74,False,False,False,False
GRANDMASTER,0ncYsKTUk33b_a9mnWE3GHMa8kZgMEiTCrHF5JKxgZTVow,DRX bubbling,467,225,202,False,False,False,True
GRANDMASTER,9gzTUIjT33ks7Z36whhHwx0035rSHx5SX8B1NAGVg6ybnfk,이두나1,390,180,160,False,False,False,False
GRANDMASTER,tdJf64NjPsRa9JCLu5I9hnrcKMNMdLmT6_D66P1gLISilVs,reolreol,398,286,253,True,False,False,False
GRANDMASTER,_Cr4z5GvLvvGT5ceCkw75jc7kab7Z5kieLwwtRMU1Ax6MnE,assassin0,355,178,156,False,False,False,False
GRANDMASTER,OpqfvdpkxoPgGaAPO2vwWs7jr0PFJGbTrC5-FiCExSH-Ix8,애디의원픽류으미,262,443,433,False,False,True,False
GRANDMASTER,g9OSoXpmegXw0mG-7t3fXvvMXX6F3khLab3HpqZ9xp1U2LU,zhong men dui ju,560,231,191,False,False,True,True
GRANDMASTER,Ixorb5YCBW1Q3T1S0xJT8V2dOBrztIiAk8_qf-ZLfQBSblQ,The Marchen,249,86,91,False,False,False,False
GRANDMASTER,lzSM75_sfdR7Iy4QibukDKUDXmceznhztzO4dgIlYafOXdo,vcvcc,311,143,121,False,False,False,False
GRANDMASTER,CSIPSvEBKpJ_L0gRCbU21xY3lZCSvQtfD-p4l4NxYfA8Rg,한화 큐베,312,249,238,False,False,True,False
GRANDMASTER,DZidZpsRIPrlDgrL2VzrXWYxdg3qU_OsItrUtQsgNptwsQ,Belief And Faith,245,159,124,False,False,False,False
GRANDMASTER,wsPowQ_nR3mF3yrSMdGoPFh53UEMoVuuIhE9x4K1BYG5LII,szygszn,485,379,359,False,False,True,False
GRANDMASTER,p3MU7GzXAoJQekV81cECb4uuDihL0boFRLWy3UOueXePkPo,Inory,205,332,319,False,False,False,False
GRANDMASTER,Il2I6Ef1RZCXl-X_29zT2wZ-nZ-HX3xUPCR2rgyHNfgJ-V8,식혜성애자,184,195,183,False,False,False,False
GRANDMASTER,Z3mXRjoxtGdaARvVy-LYr7NmA9bn0Zttkr8ZWxJlhhxOuqM,백색말처럼,482,308,287,False,False,True,True
GRANDMASTER,Lr2553mGVgPCyOel4yPfAFsaAiZfjIzBguupMg3_OnBHzo4,xq sportlitex,284,130,89,False,False,False,False
GRANDMASTER,h9PA-YIQknLy8tD40nGsHZ2-Uk-iRT7gMfa3e0ei6jGaU_0,Masiwe1,391,175,150,False,False,True,True
GRANDMASTER,kI4ghjlcHQhpIb_qeOf1R4BqUwsAWOfJ0Nb00MP-RL90ST8,m1koto,259,100,87,True,False,False,False
GRANDMASTER,m5ibxf8GU68tQ6bXKOL_sh4znR0LSeGI8yQ3exYeXHvT2lM, 황 시한,324,233,205,False,False,False,False
GRANDMASTER,Sqo5GLmtxvfKmDCTuLX1iSyQ8wgi5TQ4pr7dMy8HZWIADZQ,koe7,462,485,394,True,False,False,False
GRANDMASTER,YV2SK5dH9mxqqxMdsnsVyu26Y7uKyijUrDvlsxZ0cBxNc70,poipoipoi,196,209,190,False,False,True,False
GRANDMASTER,7E4QAlDt-P4qGkwb6aTxjFLJLZoZZXwbJkZQiCfv_MTltHU,pupurourou,197,183,164,True,False,False,False
GRANDMASTER,v6za_G8qHx-ZvHfJ8HyJ4jjpjx1F_Gb_4mng-uYRAXSnhJs,Gen G nyx,423,465,456,False,False,False,False
GRANDMASTER,6RFR2p-hSKpP2R5W8F8kudYx37iXPQDjc7Ja8KR6RV_hT9Y,yilei1,610,170,139,False,False,True,False
GRANDMASTER,99SgjB16YtY3qKl0RPE-Kxbk5qre3iEzP-uUc0D6kx--TZA,tiantianquan,511,253,235,False,False,True,True
GRANDMASTER,vtIekHfqnkrovlkXq7hdhjbLyt3VJTHqJ1fBobITUsqopZ0,YJZZHHWC,346,276,241,True,False,False,False
GRANDMASTER,3orfzuHTmIGuS9VoLH15DpgxnfKz0ZNq8VugnCoL0oqVNus,RW Teemo,555,276,243,False,False,True,False
GRANDMASTER,iwQCLTh2gudRiCG4Wz2CXVuiQPNg9jj1xGgZ3tz0AB2TsP8,하이용,550,133,110,False,False,True,False
GRANDMASTER,UoRJDZFSc2AkJRM8WrKVoDqaKxmmRPpV0r0CbdxRvadtfw,1등찍을사나이,222,199,176,False,False,False,False
GRANDMASTER,KnI0UXhFOkhwdhpJw7f8QDtV5ad7tOakna2ob_fBPmIRNi0,얼음빙벽프렐요드,375,296,283,False,False,True,False
GRANDMASTER,Ypygi6cUqePF6_DyWR8KaYfnS8Ptp3-7-D7qsb6ERHNb4w,SnowPowder,547,132,104,False,False,False,False
GRANDMASTER,TCs_VErZpbvFbz1oyH_pxjH4OmnEvyYKKaVWhvImcP9LHA0,impupupu,216,230,211,False,False,True,False
GRANDMASTER,LRXLXhFcq1mH7UFl8m9sPHXfx2sLpCnzbnFeFL9BSJSzSCw,코 태,566,92,106,False,False,False,False
GRANDMASTER,zvkkvMaJASYE28CDkRCZUQa_0paHhrrTc5ZCXqrtFZrUzjw,PilchaI,451,413,364,True,False,False,False
GRANDMASTER,EK3hPmFGZJkt7LP6Y24mzkyBQaDIP32vBdbh9qiY5kp-4Pk,KT Ray,486,447,440,False,False,False,False
GRANDMASTER,sYyy4qK0Zqtqn5XCX_aZg7vaOXp6urUZbnbmNp6ruXG-ypg,핑잘안보는사람,354,402,379,True,False,False,False
GRANDMASTER,6X0zUdojGIjrQ-RvlnnpFO-AgnIGYeVMC8W8EvFe3FVDKg,타락한 밍구,356,268,279,True,False,False,False
GRANDMASTER,jfu3ti7sYO6E7T3wFgJkXg8wGroaj_UmWmb7aJqHKs1sO2A,리그오브래전드ll,486,468,442,False,False,True,False
GRANDMASTER,zdYUk9IYP1w2ItLwmv8TKXXSomQTgfWAraC3P-TWfbrbWA,내큐를바드삼,288,79,53,False,False,False,False
GRANDMASTER,85hDbl4w5_JAdN13vq6l2l4ruxiIBkjFNZlLGLka8el8dzg,Undone,455,124,103,False,False,False,False
GRANDMASTER,gngjuL2MAoh7av_7yjugUy6SdcVm3_h7fLRTJTFKDIP44w,미친놈처럼게임함,427,270,205,True,False,False,True
GRANDMASTER,lzC8zjAsitM_0rUTQhaXTUj46s545AkBigtCVlybL0lGw4A,zhuimengchizixin,543,226,185,True,False,False,False
GRANDMASTER,vC2ZCyfjQFQOdNvV0EkWnSTMCTul8RejWP1ejaKmDp1JDdg,이규원,367,193,120,True,False,False,False
GRANDMASTER,7bbSgZhznRst2Yb4WS_Aq9XToGHPDRU1u8Q2X2xiV7EJymw,Raging,273,239,217,False,False,False,False
GRANDMASTER,XGWofAx6cAQuIFwyQv1SPVQKQh8U75Kwgb1y2eyasgEAWw,병권좌,429,115,123,False,False,False,False
GRANDMASTER,lxNWBwHGYNdZeBmF3uIIu3IJvC7htWvpwsmdFjhq0v0fpA,재미가읍따,404,202,204,False,False,False,False
GRANDMASTER,8SU4IaKlAdDhE6TsJmLOtillA4cxxKR1JbgjQvwn9btRx3U,sgpzsp,541,214,194,False,False,True,False
GRANDMASTER,Dp8CvYoQ1HG8SM2q9Q3htnyekQTENdDLlaBDxmHkcUpY7Hk,TudouIei,213,142,121,True,False,False,False
GRANDMASTER,qibNsMKs4vHAE_ki_awuebKwLp4_8TqRAn_54yf5cYE9h3Y,알파몽,425,107,80,True,False,False,False
GRANDMASTER,HhxT2NwHCAl6ishY582pDjThBcpnfKhlIBllc3gIKnSTBWQ,도녁갓,242,349,328,False,False,True,False
GRANDMASTER,Ir6JHKRwFJipraIEmwOFQYrN8BAmRUDVoTX7yKkamUeI7Hs,ADaaDDaaDD,329,114,84,False,False,False,False
GRANDMASTER,ht7oc6-P51s6g8LvYTVB-mKaqbOxflJAfDSi7cL5sLAeP-Q,zhendiao,196,122,107,False,False,False,False
GRANDMASTER,dZDscUlCy15lDO_foKzBsan44alCd_gbGqNs91eEsQNw_A,요플래,474,274,251,True,False,False,False
GRANDMASTER,oJooJALkiVa9rOD7lIK63ra4sTs2krVM1QwBOGHJIOWl0mE,mangseorijima,320,226,147,False,False,True,False
GRANDMASTER,PqyhCkez0qc4xQqZEWBv5Bh_rQU4Rq1KxqIpkIgALxgOQNg,X1LANX1LANX1LAN,507,229,202,True,False,False,False
GRANDMASTER,pHnKBHaPk12KDpgaA8OkMjqRyzP9HDOWdMNgfvJ0HuKx70Q,huya  cry mao,420,200,183,False,False,False,False
GRANDMASTER,R9-ds3fOv4jyonpjO4l2kepOnN_J_BExemoYiXJNp7kglbs,19 Again July77,225,254,238,False,False,False,False
GRANDMASTER,s7QXXYhOGf--lA_SqOgPzDEzPUj_1XKrKSGN5G1b4r2HD2M,s ya yu ,326,328,294,False,False,True,False
GRANDMASTER,QtdvDyYqU-MbYbHrQJ_cZlWu_2dRYgMo0HSW7BBq5e1M49w,이 차가 식기전에,240,285,278,True,False,False,False
GRANDMASTER,nlDkp-dlW-EhZGtHATmc6q6t6JHs9Y_U13xWFzFubxjw5-0,li guang wei ,317,90,77,False,False,False,False
GRANDMASTER,xPJ8IGBs0I6l4ppyT50e48gV7oQEz7tVqMnRRP8iHSKbXNg,일산 리정혁,248,234,216,True,False,False,False
GRANDMASTER,eCsRPqkjS9KuTCyW7z7f2p5CX7rIxnFBnydwt5bjtNUoPQ,Lactea4,513,476,462,False,False,True,False
GRANDMASTER,42W5E98r-sCf71XUoRkRZDuCvnfCnrCCj6JWUqMupiPtP-A,Mocha,243,247,235,False,False,False,False
GRANDMASTER,OW2nl0h6RAJx5jJJK2PH4bcxr0iraa6IC_APtNrN6JwBmME,ca1m down,306,312,292,False,False,True,False
GRANDMASTER,OuJuCr-51u0wwIgFCiR1-w3b-V2IOHuQYVWwo4fPyPWGWG0,귀여운 현우,293,64,41,False,False,False,False
GRANDMASTER,k7SJfqwTikh8atvukA6JwVTrXdRQuzCURr2fy-ak1RogrCc,Hegzzz,355,325,253,True,False,False,False
GRANDMASTER,pKDgrjVPCg_DhxFOXiSASLKV7AwK9SME2VMo6mr-me2GJqA,Luuv Letter,601,470,416,False,False,True,True
GRANDMASTER,QAMad8AuPJNfDLAGQbxQPGVn0v0HsN5XJhfxMPyLmRqVkr8,DGA Dalia,578,224,190,False,False,False,False
GRANDMASTER,wvmw7hGk40OS9JDCIAsSK5o9WNxOpuafYxepQSZNnt52QA4,두더지형님,472,414,427,True,False,False,True
GRANDMASTER,cwdXOAbUDARN-ryv_GNCLmamN3de8qdQMYv0b2DXKR-ZGsw,By 불비,455,254,234,False,False,False,True
GRANDMASTER,4pCGHSM5ZV0KnIpJY2Yy2RvLckj3Er_GtMEC2JeWnqpdp_Q,긍정적인에너지,433,357,333,False,False,True,False
GRANDMASTER,-SEhh3NJv0hP09mW4aQ7vVv-UdPlryCqYeHQCfDmQBbJY-E,zhen de lan ,530,255,219,False,False,True,False
GRANDMASTER,8DQ6bN7IWO_F1U8HodjTrT-4_4x1zCzfVycsCAygY8lF8Ow,긴장하지말아요,285,122,102,False,False,True,False
GRANDMASTER,jZQ3twXW6IJuq-iS4AtThGVahmzw3AQuIJS9FuVl7hieww,divei,264,140,123,False,False,False,False
GRANDMASTER,2OrqHFQkLMTmXoydd6Oa4VnQn5oiuo0HdmYzxvKr-eJ86LI,BEASTARS1,580,144,117,False,False,True,False
GRANDMASTER,aFYaojXinVXXlWQ63PVQ75EGJB23dFAKZ_zgQfBZa5F0pQ,Buoc,327,212,168,True,False,False,False
GRANDMASTER,O9_2sYFTJDdF2K4OgwuK4Ylgm9xVPBVKiafs3G0i4kbRVt4,보람고 정민석,487,115,83,False,False,False,False
GRANDMASTER,Vzh6vYSRd-UWY3p0_qcJipdtji73iNgqxlq4c335cmleFrg,내가사랑혜 선,340,119,50,False,False,False,True
GRANDMASTER,I4BVfcHjC_CY3bGC9QgwqvClE8ZsAzbXyD-hrih-pVupejI,카레여왕 엄승현,275,174,159,False,False,True,False
GRANDMASTER,DleUsuYbuXNL3CLeYMFrIfna8BRrWQnaP7HeMaZSNF76afg,김머띵,184,131,119,False,False,True,False
GRANDMASTER,qC_ar784A8J2PwireJEPC-UGqzWDygJDjvl13x-F8KyS1u0,zxcxvvz,266,153,122,True,False,False,False
GRANDMASTER,kgkqm7Uf2v9-FXwrr9koHuwAoLZzoxnUREPEchIG7Kkayw,닭 쳐,245,131,114,False,False,True,False
GRANDMASTER,ejH9DFA5SO9ZFzUhWt8liT5T_xoWXAZQDav_TqQRSDxi1YQ,all suffering ,244,175,89,False,False,True,True
GRANDMASTER,1GbeBgKVM1XJbc1_5KfRkHWb7MKu2CoMrq1v0Ju6_T7igKE,H2O Man,566,182,157,False,False,True,False
GRANDMASTER,Tuj5N_R1KxxfGWu_4BINUIxb9W0OPzgd_z8j9yiR9ePrkA,Cherish myself,348,151,114,True,False,False,False
GRANDMASTER,rtBTfMHftP_9Fx-XGwOMuL2mctzxha4W_DfgKFicKrniDg,새하얀 thigh,278,187,159,False,False,False,False
GRANDMASTER,U1n3hBJUADT3jSYkjU5IKgnEPIY4hldmjAYFstZV-xXiE9Q,OZ Bluff,271,243,231,False,False,True,True
GRANDMASTER,kfjegn3OYqFUIAfQmNWd_vAJ0MzA6GGlLkW6qMslqZIzEuk,Sei3e the day,297,150,148,False,False,False,False
GRANDMASTER,_Dd5-DeMysuyCTL_pWArKR-5Wuf2ISdvQRFor4tCPJAtsa4,펄스 Pulse,204,158,140,False,False,True,False
GRANDMASTER,qCGNTeyM_Zy_Q28DusXnMpSj2lbTUfTioC99srOMREIlRps,Gen G Moo,675,204,165,True,False,False,True
GRANDMASTER,jtHjyM5ERZ_HsD7LrpEDnr5zVq51vM_i2vilsu_7KPi84xE,슈가몬,220,259,242,False,False,True,False
GRANDMASTER,QHmUjsGZkeXTSkxQltQKmNgaEGJMev6zLIsz_bQ-ESqAl1U,fantasy44,503,268,239,True,False,False,False
GRANDMASTER,j3lQlm93jA72sxzFonAsVlRbjqOgJpPG7X2JedtGgra0feI,영혼 막대기,577,349,319,False,False,True,False
GRANDMASTER,J5_3c_Mx7kGeIQAUQ6c4Mi1oyxUZTu-CXR-ZPzj-mUXC8w,Sup1997,208,120,101,False,False,False,False
GRANDMASTER,NUDUGtJ7XU-ByDx55sfF_MwR-ASHvrXGf5JsDYhitieKasM,서폿 is DOGU,357,70,44,False,False,False,False
GRANDMASTER,QJ5cCdbt47365XHpdyxdDRL9btnfZpNefm8iZZRmO7_rFg,DODARl,313,124,88,False,False,False,True
GRANDMASTER,mxr4qT6vk1kFnonm4aOchwhPHLpLfBlQGz3uEJ08-F0m88s,xzxbzx,367,58,30,False,False,False,False
GRANDMASTER,PZUdVKsEI4udAGOPUD3WY3X8buIfH-S2cRZ_YdV1wGHVnWk,YunaiQvO,171,247,227,False,False,True,False
GRANDMASTER,R5JKXw2MdWy_2fgKLp6wRQBwlr1lGsYHXqnUu9Q5xtP2xpw,xin dong yao ni,490,191,169,False,False,False,False
GRANDMASTER,laHmTxMU17y6RHlQWlKLxTkTEdc2VXcOEyAn1P7MYnBe9Y0,진라면은 순한맛4,431,264,238,False,False,False,False
GRANDMASTER,ZnJIlDWCHKoSn-fuz952-y7S3ePn5qBnIPFMjvacJZkhMvE,쓰레기중국,309,74,53,False,False,False,False
GRANDMASTER,Zw6x5t80dyGd7-UU8eunxCCraAMaMbYXV_gb_PTo7GHn_ks,내 플레이에 집중,255,243,221,False,False,False,False
GRANDMASTER,ZRydDmjXTTD23zEMPRgYtpcTKYRYJJGewXtosZY4GKOY2yY,코코볼쩝쩝,333,214,203,False,False,True,False
GRANDMASTER,_B-Oo2LrZicG8kAE_J6QUq93vroqSR5EWxUF0TT5O_DJr7w,BRION Wizer,302,103,93,True,False,False,False
GRANDMASTER,z7ICDYvN1VxA4BKfAqiEYm0_oFF5Y9iomkKBhS3ndbIdag,CCrazy,277,220,210,True,False,False,False
GRANDMASTER,rPbWrwW3rjplcyHOPnzDm-wZ98gEaJHAQM2dH73tzQRmPLA,PESK,253,239,224,False,False,False,False
GRANDMASTER,D7ksYMzEffg2_kFTcQndJ-YOGIfZY54gPA3n7rpEujbYc7w,Howling Bigshow,310,336,325,False,False,False,False
GRANDMASTER,HxezWqlzroixYpi3Lz6Yqm6NwpyU07pSI2J1h-O0tLS_Jco,ShuaiGeZhenLong,393,347,322,True,False,False,True
GRANDMASTER,J3hJRvfSti8C0t41OyEkdgO3XR810DMeY00tHiJfqn0M0Q,압도적인,215,76,85,False,False,False,False
GRANDMASTER,oXHc2IkvtGh6xo0hG841_SS--gs-NNZTbKt5eKl2xFwslZo,me noob sry ,266,131,118,False,False,False,False
GRANDMASTER,RmjOqrx2TETeyFO2rtOjNPd4MQfcIByXsUa3dLN-7fTAPyw,misssi,381,75,51,False,False,True,False
GRANDMASTER,hIoVo77NlwaxnNPwCfT0txHdd6IaaudStLPKe2tIOVVglpI,Yun WAY,437,206,176,False,False,False,False
GRANDMASTER,RIlSKElNcaDgWExjgzgU3xhWDew7pewcL8bckWlvE1FyrQ,Lazy man,208,200,181,False,False,True,True
